"Title","Company","Location","Created","Category","Description","URL","Latitude","Longitude"
"Sr. Software Engineer","CommScope, Inc.","Chennai, Tamil Nadu","2025-07-23T09:52:03Z","Engineering Jobs","Sr. Software Engineer Req ID: 79494 Location: Chennai, Tamil Nadu, India In our 'always on' world, we believe it's essential to have a genuine connection with the work you do. How You'll Help Us Connect the World: RUCKUS Networks builds and delivers purpose-driven networks that perform in the tough, unique environments of the industries we serve. Leveraging network assurance and enterprise-wide automation driven by AI and machine learning (ML), we empower our customers to deliver exceptional ex…","https://www.adzuna.in/land/ad/5317564618?se=CBSLSMBn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=B9523778A2D18EE809AA9425937305ABFB4BC6EE","13.06041","80.24963"
"Embedded Functional Test Software Engineer (India)","Enfabrica","Hyderabad, Telangana","2025-07-13T11:48:12Z","IT Jobs","Summary We are seeking talented Functional Test Software engineers with embedded systems experience to join our Hyderabad, India team focused on functionally verifying our ML optimized SW/HW solutions. In this role, you will write test plans and develop software in our automation framework to validate high-speed I/O subsystems, along with system level testing of our solutions with ML workloads. Background in ML hardware technologies, RDMA, the Linux kernel and Server I/O is highly desired. Role…","https://www.adzuna.in/details/5300606699?utm_medium=api&utm_source=c8890522","17.40275","78.50806"
"Software Engineer, Embedded Backend","Bose Professional","Mangalore, Dakshin Kannada","2025-07-15T02:35:45Z","IT Jobs","Company Overview: Bose Professional is a leader in the professional audio industry, specializing in the design and manufacturing of cutting-edge audio solutions including loudspeakers, amplifiers, signal processing devices, controls, software, and accessories. As we continue to expand our team, we are seeking a ​Software Engineer, Embedded Backend​ to join us on our journey. We have organized ourselves culturally around a set of shared values. We are a team first, which means we are collaborati…","https://www.adzuna.in/details/5302580160?utm_medium=api&utm_source=c8890522","12.91448","75.18597"
"Lead Software Engineer – Embedded","Boeing","India","2025-07-14T02:28:23Z","Engineering Jobs","Lead Software Engineer – Embedded Company: Boeing India Private Limited As a leading global aerospace company, Boeing develops, manufactures and services commercial airplanes, defense products and space systems for customers in more than 150 countries. As a top U.S. exporter, the company leverages the talents of a global supplier base to advance economic opportunity, sustainability and community impact. Boeing’s team is committed to innovating for the future, leading with sustainability, and cu…","https://www.adzuna.in/details/5301284182?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Software Engineer-Embedded Systems - nVENT","Tekwissen India","India","2025-07-23T04:48:38Z","Engineering Jobs","Overview: TekWissen is a global workforce management provider throughout India and many other countries in the world. Position: Software Engineer Embedded Systems - nVENT Location: Bangalore Work Type: Onsite Job Type: Full time Job Description: Designing, developing, reviewing, and maintaining embedded software products. Embedded Software Development Design, code, test and maintain embedded software/firmware for next generation of electrical connected products. Develop low level drivers and in…","https://www.adzuna.in/details/5317311995?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Staff Engineer, Embedded Software Verification","Analog Devices","Bangalore, Karnataka","2025-07-15T02:28:42Z","IT Jobs","About Analog Devices Analog Devices, Inc. (NASDAQ: ADI ) is a global semiconductor leader that bridges the physical and digital worlds to enable breakthroughs at the Intelligent Edge. ADI combines analog, digital, and software technologies into solutions that help drive advancements in digitized factories, mobility, and digital healthcare, combat climate change, and reliably connect humans and the world. With revenue of more than $9 billion in FY24 and approximately 24,000 people globally, ADI …","https://www.adzuna.in/details/5302567261?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
"RTL/FPGA Design Engineer(Fresher)","AumRaj Design Systems Pvt Ltd.","Ahmedabad, Gujarat","2025-07-18T08:38:39Z","Engineering Jobs","Embedded Domain RTL/FPGA Design Engineer(Fresher) Min 0 - 3 Years of Experience BE/B.Tech in Electronics/Electronics & Communication or ME/M.Tech in Electronics/VLSI Design or closely related degree Ahmedabad, Bangalore Roles & Responsibilities RTL programming (Verilog/System Verilog or VHDL). Knowledge of complete FPGA Design Development flow. Hands-on with FPGA Development Tools (Quartus, Modelsim, Vivado, Xilinx ISE, Libero, etc.). Functional verification using Verilog/System Verilog or VHDL…","https://www.adzuna.in/details/5309398858?utm_medium=api&utm_source=c8890522","23.042","72.59465"
"Engineer - Embedded SW Quality Test","GE Vernova","Telangana, India","2025-07-19T11:45:04Z","Engineering Jobs","Job Description Summary This position is part of the R&D Validation and Verification (V&V) team. The R&D team is responsible for designing, implementing, and testing embedded software for protection and control applications, primarily in the electrical transmission industry. Job Description Roles and Responsibilities - Work on NPI and LCS release projects for GE Grid Solutions MICOM protection relays. - Develop a deep knowledge of power industry protection functions. - Learn and apply processes…","https://www.adzuna.in/land/ad/5311787487?se=CBSLSMBn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=24CC784752604D4EE32FFD0AF1B7A1BAA64747E1","17.864111","77.027375"
"Engineering Manager - Embedded Software","Medtronic","India","2025-07-19T02:41:29Z","IT Jobs","At Medtronic you can begin a life-long career of exploration and innovation, while helping champion healthcare access and equity for all. You’ll lead with purpose, breaking down barriers to innovation in a more connected, compassionate world. A Day in the Life This position will lead a team of engineers specializing in Embedded Software, including Firmware, Device Drivers, BSPs, OS, RTOS, and HAL. Additionally, it will be responsible for establishing and managing the Firmware Center of Excellen…","https://www.adzuna.in/details/5310705334?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Embedded Test Engineer","Google","Bangalore, Karnataka","2025-06-24T23:42:39Z","IT Jobs","Minimum qualifications: - Bachelor's degree in Electrical Engineering, Embedded systems, Very-Large-Scale Integration (VLSI), Computer science or equivalent practical experience. - Experience in embedded software or test engineering practices and using lab equipment. - Experience in authoring automated android/linux based test plans and test scripts. - Experience with the architecture of kernel and High level operating systems (HLOS) (e.g., Android, Linux). - Experience with programming in C/C+…","https://www.adzuna.in/land/ad/5266061340?se=CBSLSMBn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=C0C4EB72B4CC1CF2BF664307A3F014497A739F2A","12.9881567","77.6226000"
"Firmware Design - Tech Leader","Schneider Electric","India","2025-07-07T21:16:40Z","IT Jobs","We are currently seeking a Embedded software Engineer to join our Power Monitoring Bangalore Operations. Reporting to the Project Leader Embedded Software,you will be focusing on Micro controller (32bit, 16bit), STM32F, ARM, MSP430F micro. The primary responsibility of the role includes (but is not limited to): The firmware engineer position will have responsibility for all aspects of firmware and embedded software development. Including requirements specification, initial design, coding, debug…","https://www.adzuna.in/details/5290357294?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Software Test Engineer","Takeda Pharmaceuticals","Bangalore, Karnataka","2025-07-17T10:39:20Z","IT Jobs","By clicking the ""Apply"" button, I understand that my employment application process with Takeda will commence and that the information I provide in my application will be processed in line with Takeda's Privacy Notice and Terms of Use . I further attest that all information I submit in my employment application is true to the best of my knowledge. Job Description The Opportunity As a Software Test Engineer, you'll use your technical and teamwork skills, knowledge of testing and test automation,…","https://www.adzuna.in/land/ad/5307823167?se=MNtAU8Bn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=F2F7F21ED01FB49D3376EF86B23974130DDC5492","12.9881567","77.6226000"
"Senior Software Test Engineer","Takeda Pharmaceuticals","Bangalore, Karnataka","2025-07-23T09:53:48Z","IT Jobs","By clicking the ""Apply"" button, I understand that my employment application process with Takeda will commence and that the information I provide in my application will be processed in line with Takeda's Privacy Notice and Terms of Use . I further attest that all information I submit in my employment application is true to the best of my knowledge. Job Description OBJECTIVES / PURPOSE - As a Senior Software Test Engineer, you'll use your technical, teamwork and team leading skills, knowledge of …","https://www.adzuna.in/land/ad/5317567370?se=MNtAU8Bn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=F8BF0CC0C69EDB03B77464B88F21B7892468E28B","12.9881567","77.6226000"
"Silicon Software Test Engineer","Google","Bangalore, Karnataka","2025-06-26T23:40:21Z","IT Jobs","Minimum qualifications: - Bachelor's degree in Computer Science, Computer Engineering, Electrical Engineering, a related field, or equivalent practical experience. - 2 years of experience testing embedded software on SoC on Linux, Android, Real Time Operating System, or BareMetal, including experience with hardware architecture, board schematics, protocols and standards. - 2 years of experience in testing and debugging embedded software. Preferred qualifications: - Experience in coding (e.g., P…","https://www.adzuna.in/land/ad/5269940252?se=MNtAU8Bn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=382A3F76B90E479149CA78E62604D9CAE3C106F7","12.9881567","77.6226000"
"Enterprise Software Test Engineer II","Medtronic","India","2025-06-27T23:44:30Z","IT Jobs","At Medtronic you can begin a life-long career of exploration and innovation, while helping champion healthcare access and equity for all. You'll lead with purpose, breaking down barriers to innovation in a more connected, compassionate world. A Day in the Life Job Description A Day in a Life Enterprise Software Test Engineer II in the Cardiac Rythym Management Organization developing software supporting Medtronic Device Managers applications. The individual will operate in all phases and contri…","https://www.adzuna.in/land/ad/5271871223?se=MNtAU8Bn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=814B50984FFF85E2EEBA41764FFB5D18EC384E2C","22.3511148","78.6677428"
"Enterprise Software Test Engineer II","Medtronic","India","2025-06-28T23:46:01Z","IT Jobs","At Medtronic you can begin a life-long career of exploration and innovation, while helping champion healthcare access and equity for all. You'll lead with purpose, breaking down barriers to innovation in a more connected, compassionate world. A Day in the Life Technical Skills: Programming Languages: Proficiency in at least one programming language, often Python, Java, or C#, is essential for writing and maintaining automation scripts. Automation Tools and Frameworks: Experience with popular au…","https://www.adzuna.in/land/ad/5273743407?se=MNtAU8Bn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=65954D1CD7562B2596A3792A8EF14766A29D65AC","22.3511148","78.6677428"
"Enterprise Software Test Engineer II","Medtronic","India","2025-07-17T10:38:20Z","IT Jobs","At Medtronic you can begin a life-long career of exploration and innovation, while helping champion healthcare access and equity for all. You'll lead with purpose, breaking down barriers to innovation in a more connected, compassionate world. A Day in the Life Manual and Test Automation ESSENTIAL DUTIES AND RESPONSIBILITIES - Technology & Support. - Participate in Sprint planning. - Familiarity and project scope and timelines. - Understanding overall feature requirements, test automation framew…","https://www.adzuna.in/land/ad/5307822407?se=MNtAU8Bn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=191245B06EF3A74EB6B4801741CF8412A6113F0E","22.3511148","78.6677428"
"Enterprise Software Test Engineer II","Medtronic","India","2025-07-17T10:38:20Z","IT Jobs","At Medtronic you can begin a life-long career of exploration and innovation, while helping champion healthcare access and equity for all. You'll lead with purpose, breaking down barriers to innovation in a more connected, compassionate world. A Day in the Life ET Nav- OS Maintenance Release ESSENTIAL DUTIES AND RESPONSIBILITIES - Technology & Support. - Participate in Sprint planning. - Familiarity and project scope and timelines. - Understanding overall feature requirements, test automation fr…","https://www.adzuna.in/land/ad/5307822411?se=MNtAU8Bn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=C5518374251B905141C873E35AF4F6531BB916B8","22.3511148","78.6677428"
"Software Test Engineer (Universal Robots, India)","Teradyne","Bangalore, Karnataka","2025-07-23T09:53:49Z","IT Jobs","Our Purpose TERADYNE, where experience meets innovation and driving excellence in every connection. We are fueled by creativity and diversity of thought and in our workforce. Our employees are supported to innovate and learn something new every day. We cultivate a culture of inclusion for all employees that respects their individual strengths, views, and experiences. We believe that our differences enable us to be a better team - one that makes better decisions, drives innovation and delivers b…","https://www.adzuna.in/land/ad/5317567390?se=MNtAU8Bn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=440F8617CCA5DF9B5287CC7A636E1D1579A3FA57","12.95703","77.59837"
"Senior Software Test Engineer - AI Modules","Siemens","Pune, Maharashtra","2025-07-23T09:53:41Z","IT Jobs","Job Family: Software Req ID: 471570 Would you like to be a part of a global company? ? Our Software R&D activities focused on the varied fields of electrification, automation and digitalization, provides end-to-end support to our global customers on their unique digital transformation journey by conceptualizing and implementing services for the Siemens Xcelerator. We aim to increase our strength on solution and product development with world class software development experts. We turn data into…","https://www.adzuna.in/land/ad/5317567307?se=MNtAU8Bn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=C3AC628829DDB59022BBDD0B90AA56731FE3AF7F","18.5062","73.84735"
"Mid Software Test Engineer - AI Modules","Siemens","Pune, Maharashtra","2025-07-23T09:53:41Z","IT Jobs","Job Family: Software Req ID: 471573 Would you like to be a part of a global company? ? Our Software R&D activities focused on the varied fields of electrification, automation and digitalization, provides end-to-end support to our global customers on their unique digital transformation journey by conceptualizing and implementing services for the Siemens Xcelerator. We aim to increase our strength on solution and product development with world class SW development experts. We turn data into actio…","https://www.adzuna.in/land/ad/5317567309?se=MNtAU8Bn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=93BA0B74315A4E8A8D3393EEE275894E94D16E6B","18.5062","73.84735"
"Software Engineer (Test)","GE HealthCare","Bangalore, Karnataka","2025-07-20T12:00:24Z","IT Jobs","Job Description Summary As a Software Engineer (Test) ,you will be responsible for automation & manual testing to deliver a high quality product, platform or sub system and ensuring it is released as per GE Healthcare Quality Management Systems. You will be defining, developing, and evolving software for testing in a fast paced and agile development environment using the latest software development technologies and infrastructure. GE HealthCare is a leading global medical technology and digital…","https://www.adzuna.in/land/ad/5313258767?se=MNtAU8Bn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=5821ACED1AE7589428008C814CDB985B55CB2D56","12.9881567","77.6226000"
"Senior Software Engineer (Test)","Mastercard","Pune, Maharashtra","2025-07-19T11:45:07Z","IT Jobs","Our Purpose Mastercard powers economies and empowers people in 200 countries and territories worldwide. Together with our customers, we're helping build a sustainable economy where everyone can prosper. We support a wide range of digital payments choices, making transactions secure, simple, smart and accessible. Our technology and innovation, partnerships and networks combine to deliver a unique set of products and services that help people, businesses and governments realize their greatest pot…","https://www.adzuna.in/land/ad/5311787759?se=MNtAU8Bn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=F242573A3A0A7D385FF28390B89F7E47F3550DC1","18.5062","73.84735"
"Software Development Engineer Test","McAfee, Inc.","Bangalore, Karnataka","2025-07-18T11:44:51Z","IT Jobs","Role Overview: McAfee is looking for an SDET position role who can contribute to and review the creation of designs for production software. The responsibilities include both software development and security testing tasks and focus on the testability, robustness, and performance of production software. Looking for a test professional with advanced programming skills who can contribute to the testing process along with the creation of automation testing tools and frameworks to assist the manual…","https://www.adzuna.in/land/ad/5309607296?se=MNtAU8Bn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=4B090FA2271C37922972A072034F1C6AAB80C535","12.95703","77.59837"
"Test Automation Software Engineer - Copado Robotic Testing","Amgen","Hyderabad, Telangana","2025-07-13T10:38:01Z","IT Jobs","Join Amgen's Mission of Serving Patients At Amgen, if you feel like you're part of something bigger, it's because you are. Our shared mission-to serve patients living with serious illnesses-drives all that we do. Since 1980, we've helped pioneer the world of biotech in our fight against the world's toughest diseases. With our focus on four therapeutic areas -Oncology, Inflammation, General Medicine, and Rare Disease- we reach millions of patients each year. As a member of the Amgen team, you'll…","https://www.adzuna.in/land/ad/5300567102?se=MNtAU8Bn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=3422F5B5680A7A569C36510C2BE799904EF3B191","17.40275","78.50806"
"Experienced Software Engineer- Test Verification","The Boeing Company","Bangalore, Karnataka","2025-07-23T09:51:49Z","Engineering Jobs","Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Overview As a leading global aerospace company, Boeing develops, manufactures and services commercial airplanes, defense products and space systems for customers in more than 150 countries. As a top U.S. exporter, the company lev…","https://www.adzuna.in/land/ad/5317564479?se=MNtAU8Bn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=393A402EE1F8268791E02BB7A88DE7A001A4E8A1","12.9881567","77.6226000"
"Principal Software Development Engineer Test","Autodesk","Bangalore, Karnataka","2025-07-19T11:44:57Z","IT Jobs","Job Requisition ID  25WD86326 Position Overview Autodesk's Quality Engineering Services team under GET Sales Org is seeking a talented Principal Software Development Engineer in Test (SDET) to join our team of excellent engineers who are responsible for increasing the quality of our products and building a self-service Testing platform to improve engineering productivity. In this role, you will be driving the development of end-to-end integration tests, automation frameworks, and an in-house te…","https://www.adzuna.in/land/ad/5311787160?se=MNtAU8Bn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=8CE63F66A1A751C2A907E59DC8F4C8C345149A3F","12.9881567","77.6226000"
"Software Development Engineer in Test","Cisco","Bangalore, Karnataka","2025-07-13T10:38:06Z","Engineering Jobs","Software Development Engineer in Test Apply (https://jobs.cisco.com/jobs/Login?projectId=1444349) - Location:Bangalore, India - Area of InterestEngineer - Software - Job TypeProfessional - Technology InterestSoftware Development - Job Id1444349 - Job DescriptionThe Cisco Distributed System Engineering (DSE) group is at the forefront of developing products that power the largest networks in the world. The networking industry is going through a massive transformation to build the next generation …","https://www.adzuna.in/land/ad/5300567310?se=MNtAU8Bn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=4D8BFF2AAD5A45B0381FBE9B7DC126CB1BF1C175","12.95703","77.59837"
"Firmware Test Engineer, Software","Celestica","India","2025-07-09T04:01:32Z","Engineering Jobs","Req ID: 127262 Remote Position: No Region: Asia Country: India State/Province: Chennai City: Guindy, Chennai Summary The Lead Engineer, Software develops, debugs, tests, deploys and supports code to be deployed in systems/products/equipment for various applications. They write, debug, maintain, and test software in various common languages and for software at various levels in the hierarchy (from Firmware to Application). Software creation follows an agreed to development process (such as Agile…","https://www.adzuna.in/land/ad/5292689506?se=MNtAU8Bn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=B9742004B795EB05E6A1FCEA76927603E3D8FA68","22.3511148","78.6677428"
"Senior Software Engineer in Test","Warner Bros. Discovery","Bangalore, Karnataka","2025-06-25T23:42:03Z","IT Jobs","Welcome to Warner Bros. Discovery the stuff dreams are made of. Who We Are When we say, ""the stuff dreams are made of,"" we're not just referring to the world of wizards, dragons and superheroes, or even to the wonders of Planet Earth. Behind WBD's vast portfolio of iconic content and beloved brands, are the storytellers bringing our characters to life, the creators bringing them to your living rooms and the dreamers creating what's next From brilliant creatives, to technology trailblazers, acro…","https://www.adzuna.in/land/ad/5267917677?se=MNtAU8Bn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=8B23E114026760390B8DB1F6174F2DC718B0D877","12.95703","77.59837"
"Sr Engineer- Test Development","Qualcomm","Hyderabad, Telangana","2025-07-18T11:45:22Z","IT Jobs","Company: Qualcomm India Private Limited Job Area: Engineering Group, Engineering Group > Software Test Engineering General Summary: As a leading technology innovator, Qualcomm pushes the boundaries of what's possible to enable next-generation experiences and drives digital transformation to help create a smarter, connected future for all. As a Qualcomm Software Test Engineer, you will design, develop, create, and modify test cases and validate embedded software, cloud software, system algorithm…","https://www.adzuna.in/land/ad/5309607696?se=MNtAU8Bn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=0460646AB23ACE0754322FB67FDAF38E2B7B7C7B","17.40275","78.50806"
"Display test- Senior Engineer","Qualcomm","Hyderabad, Telangana","2025-07-12T10:46:05Z","IT Jobs","Company: Qualcomm India Private Limited Job Area: Engineering Group, Engineering Group > Software Test Engineering General Summary: As a leading technology innovator, Qualcomm pushes the boundaries of what's possible to enable next-generation experiences and drives digital transformation to help create a smarter, connected future for all. As a Qualcomm Software Test Engineer, you will design, develop, create, and modify test cases and validate embedded software, cloud software, system algorithm…","https://www.adzuna.in/land/ad/5299205228?se=MNtAU8Bn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=676E2AE2017BEB3F11C36D9D6595057A90DB2123","17.40275","78.50806"
"Graphics Test- Senior Engineer","Qualcomm","Hyderabad, Telangana","2025-07-12T10:46:05Z","IT Jobs","Company: Qualcomm India Private Limited Job Area: Engineering Group, Engineering Group > Software Test Engineering General Summary: - As a leading technology innovator, Qualcomm pushes the boundaries of what's possible to enable next-generation experiences and drives digital transformation to help create a smarter, connected future for all. As a Qualcomm Software Test Engineer, you will design, develop, create, and modify test cases and validate embedded software, cloud software, system algorit…","https://www.adzuna.in/land/ad/5299205232?se=MNtAU8Bn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=0EBF26D8703DD208DD6E9267D4D317665DB5FD69","17.40275","78.50806"
"Software Development Engineer Test II, Amazon Music","Amazon","Bangalore, Karnataka","2025-07-16T10:37:49Z","IT Jobs","Description Amazon Music is an immersive audio entertainment service that deepens connections between fans, artists, and creators. From personalized music playlists to exclusive podcasts, concert livestreams to artist merch, Amazon Music is innovating at some of the most exciting intersections of music and culture. We offer experiences that serve all listeners with our different tiers of service: Prime members get access to all the music in shuffle mode, and top ad-free podcasts, included with …","https://www.adzuna.in/land/ad/5305887917?se=MNtAU8Bn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=43723A3496C82912937540DC0A13912394A3E96E","12.9881567","77.6226000"
"Lead Software Engineer (Test Automation & Software Development)","Mastercard","Pune, Maharashtra","2025-06-27T23:44:28Z","IT Jobs","Our Purpose Mastercard powers economies and empowers people in 200 countries and territories worldwide. Together with our customers, we're helping build a sustainable economy where everyone can prosper. We support a wide range of digital payments choices, making transactions secure, simple, smart and accessible. Our technology and innovation, partnerships and networks combine to deliver a unique set of products and services that help people, businesses and governments realize their greatest pot…","https://www.adzuna.in/land/ad/5271870613?se=MNtAU8Bn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=E10A2B7E9CD012D45AB043675EA8AE96F4B0AE82","18.5062","73.84735"
"Senior Software Quality Engineer - Test Manual Automation","UPS","Chennai, Tamil Nadu","2025-07-21T12:06:39Z","IT Jobs","Before you apply to a job, select your language preference from the options available at the top right of this page. Explore your next opportunity at a Fortune Global 500 organization. Envision innovative possibilities, experience our rewarding culture, and work with talented teams that help you become better every day. We know what it takes to lead UPS into tomorrow-people with a unique combination of skill  passion. If you have the qualities and drive to lead yourself or teams, there are role…","https://www.adzuna.in/land/ad/5314281457?se=MNtAU8Bn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=071C6C2C27C07EC34336143EC87122861AEB08A5","13.06041","80.24963"
"Senior Software Development Engineer in Test","Akamai Technologies, Inc.","India","2025-07-17T10:37:01Z","IT Jobs","Would you enjoy working with large distributed systems ? Are you excited about working with cutting-edge security systems? Join our cutting-edge Web Security Team Our team designs and develops technology that helps customers improve Security posture and overall threat-intelligence at Edge. Our global distributed network solves problems at a scale that few others can approach. By leveraging our deployment of servers around the world, we uniquely solve technology problems with innovative solution…","https://www.adzuna.in/land/ad/5307820423?se=XE66YsBn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=221077CA51D613E632E297D2B5EE6B0BB76E848F","22.3511148","78.6677428"
"Senior Software Development Engineer in Test","Mastercard","Pune, Maharashtra","2025-07-04T02:15:53Z","IT Jobs","Our Purpose Mastercard powers economies and empowers people in 200 countries and territories worldwide. Together with our customers, we're helping build a sustainable economy where everyone can prosper. We support a wide range of digital payments choices, making transactions secure, simple, smart and accessible. Our technology and innovation, partnerships and networks combine to deliver a unique set of products and services that help people, businesses and governments realize their greatest pot…","https://www.adzuna.in/land/ad/5282459748?se=XE66YsBn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=9C1712A7B14234C56EC4CC1D7C45039B7A4200A8","18.5062","73.84735"
"Software Development Engineer in Test II","Akamai Technologies, Inc.","India","2025-07-10T04:07:52Z","IT Jobs","Are you interested in how software can be made what customer wants with zero defects? Would you like to validate complex integrated systems and applications? Join our IT SDET Team We are responsible for testing across all the Products and Technologies developed by IT Division at Akamai. We are knowledgeable about all enterprise applications services, products, and technologies. We focus on real-world, end-to-end testing to ensure all of Akamai's Systems integrate well. We work on automated test…","https://www.adzuna.in/land/ad/5294861229?se=XE66YsBn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=B3B80A5EAE61D3F26888C70B617CBB835F90F52F","22.3511148","78.6677428"
"Senior Software Development Engineer in Test","Akamai Technologies, Inc.","India","2025-07-06T02:04:09Z","IT Jobs","Do you enjoy testing complex enterprise systems across platforms and domains? Are you passionate about delivering high-quality software through automation and innovation? Join our unique quality assurance team The QA team ensures IT reliability by testing applications in finance, cloud, and DevOps environments. Responsibilities include automation, functional, integration, and regression testing. Collaboration across business units drives scalability and operational excellence through continuous…","https://www.adzuna.in/land/ad/5288125055?se=XE66YsBn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=6909EB33494D6C3E91F662F96DC738E77D2266D2","22.3511148","78.6677428"
"Software Developer Engineer in Test III","S&P Global","Hyderabad, Telangana","2025-07-12T10:46:49Z","IT Jobs","About the Role: Grade Level (for internal use): 10 S&P Commodity Insights The Role *:* Software Developer Engineer in Test III The Team *: The team works in the SAFe agile environment and adheres to all principles of Agile. As Senior/Lead SDET, you will work with a team of intelligent, ambitious and results-oriented software professionals. The team is independent in driving all decisions and is responsible for the design and quick turnaround of development of our products with the highest quali…","https://www.adzuna.in/land/ad/5299206206?se=XE66YsBn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=EDCAA751BB91B6FAE14BE42CCAF7CE6130316A56","17.40275","78.50806"
"Software Development Engineer in Test - II","S&P Global","Hyderabad, Telangana","2025-07-03T01:48:56Z","IT Jobs","About the Role: Grade Level (for internal use): 09 The Role: SDET II The Team : The team works in agile environment and adheres to all principles of Agile. As a QA Engineer, you will work with a team of intelligent, ambitious and hard-working software professionals. The team is independent in driving all decisions and is responsible for the architecture, design and quick turnaround of development of our products with high quality. The Impact : - Achieve personal objectives and contribute to the…","https://www.adzuna.in/land/ad/5280449663?se=XE66YsBn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=AF639B851E6A8D02F91A90BB14BB5FBD8106DE7E","17.40275","78.50806"
"Software Development Engineer in Test - II","S&P Global","Gurgaon, Haryana","2025-07-03T01:48:58Z","IT Jobs","About the Role: Grade Level (for internal use): 09 The Role: SDET II The Team : The team works in agile environment and adheres to all principles of Agile. As a QA Engineer, you will work with a team of intelligent, ambitious and hard-working software professionals. The team is independent in driving all decisions and is responsible for the architecture, design and quick turnaround of development of our products with high quality. The Impact : - Achieve personal objectives and contribute to the…","https://www.adzuna.in/land/ad/5280449689?se=XE66YsBn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=9762C437E8330F182AF82401EBD0BE1A864608A1","28.323996","76.983738"
"Software Quality Engineer - Mobile Testing","UPS","Chennai, Tamil Nadu","2025-07-21T12:06:34Z","IT Jobs","Before you apply to a job, select your language preference from the options available at the top right of this page. Explore your next opportunity at a Fortune Global 500 organization. Envision innovative possibilities, experience our rewarding culture, and work with talented teams that help you become better every day. We know what it takes to lead UPS into tomorrow-people with a unique combination of skill  passion. If you have the qualities and drive to lead yourself or teams, there are role…","https://www.adzuna.in/land/ad/5314281390?se=XE66YsBn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=254CB7BFFE399E6C1094CDE71248A2DF69C9FA1F","13.06041","80.24963"
"Software Test Engineer","Experian","Hyderabad, Telangana","2025-07-23T04:16:36Z","IT Jobs","Job Description As a Software Test Engineer, you will design and implement comprehensive test plans and automated test suites to validate software functionality, performance, and reliability. You'll collaborate with developers and product teams to understand requirements, identify edge cases, and ensure testability throughout the development lifecycle. You will proactively detect, document, and track bugs and work closely with engineering teams to resolve issues quickly. By integrating testing …","https://www.adzuna.in/details/5317266827?utm_medium=api&utm_source=c8890522","17.40275","78.50806"
"Software Test Engineer","NikahForever","Delhi, India","2025-07-14T06:39:49Z","IT Jobs","Job Description NikahForever is India’s leading community matrimony platform, on a mission to simplify and modernize the matrimonial journey. With over 2 million members and 50,000 successful matches, we leverage AI-powered matchmaking and data-driven insights to build authentic, trustworthy connections. Our platform is shaped by innovation, empathy, and design — and we’re growing fast. Join us as we continue to redefine how people find their perfect match through technology. About the Role We'…","https://www.adzuna.in/details/5301490059?utm_medium=api&utm_source=c8890522","28.62523","77.224601"
